fire_ID,latitude,longitude,size,perimeter,start_date,end_date,duration,speed,expansion,location,state,state_short,sentiment,magnitude,num_tweets
862166,-41.0979,145.1692,62.17,64.82,2016-01-16,2016-02-24,40,1.79,1.55,"Circular Head, TAS, Australia",Tasmania,TAS,0.0,1.5,7
862168,-41.127,145.1397,10.72,27.78,2016-01-16,2016-02-04,20,1.49,0.54,"Circular Head, TAS, Australia",Tasmania,TAS,0.0,1.399999976158142,6
862170,-41.1354,145.136,5.36,14.82,2016-01-17,2016-01-27,11,1.29,0.49,"Circular Head, TAS, Australia",Tasmania,TAS,0.0,0.20000000298023224,3
862172,-41.0812,145.243,47.59,46.3,2016-01-19,2016-02-24,37,1.83,1.29,"Circular Head, TAS, Australia",Tasmania,TAS,0.0,1.5,7
862174,-41.3854,144.8485,4.5,13.89,2016-01-29,2016-02-05,8,2.49,0.56,"Circular Head, TAS, Australia",Tasmania,TAS,0.0,1.399999976158142,6
862180,-41.1145,144.7802,148.34,107.42,2016-01-19,2016-02-19,32,4.31,4.64,"Circular Head, TAS, Australia",Tasmania,TAS,0.0,1.5,7
862182,-41.1812,144.7559,18.65,30.56,2016-01-21,2016-01-28,8,3.15,2.33,"Circular Head, TAS, Australia",Tasmania,TAS,0.0,0.20000000298023224,3
862184,-41.127,145.3886,0.21,1.85,2016-02-17,2016-02-17,1,0.46,0.21,"Circular Head, TAS, Australia",Tasmania,TAS,0.0,0.0,1
862190,-41.2979,145.0201,0.21,1.85,2016-01-27,2016-01-27,1,0.46,0.21,"Circular Head, TAS, Australia",Tasmania,TAS,0.0,0.20000000298023224,3
862196,-41.5979,146.1268,0.21,1.85,2016-01-24,2016-01-24,1,0.46,0.21,"Meander Valley, TAS, Australia",Tasmania,TAS,0.0,0.10000000149011612,2
862198,-41.6604,146.2908,68.38,83.34,2016-01-13,2016-02-03,22,5.09,3.11,"Meander Valley, TAS, Australia",Tasmania,TAS,0.10000000149011612,1.0,5
862200,-41.6687,146.2317,13.72,31.48,2016-01-14,2016-01-27,14,2.96,0.98,"Meander Valley, TAS, Australia",Tasmania,TAS,0.0,0.20000000298023224,3
862202,-41.6145,146.1478,40.09,60.19,2016-01-16,2016-02-06,22,3.8,1.82,"Meander Valley, TAS, Australia",Tasmania,TAS,0.0,1.399999976158142,6
862206,-41.6729,146.1128,1.5,7.41,2016-01-22,2016-01-29,8,1.11,0.19,"Meander Valley, TAS, Australia",Tasmania,TAS,0.0,0.20000000298023224,3
862208,-41.6145,146.2537,0.21,1.85,2016-01-24,2016-01-24,1,0.46,0.21,"Meander Valley, TAS, Australia",Tasmania,TAS,0.0,0.10000000149011612,2
862210,-41.6729,145.1701,0.21,1.85,2016-03-22,2016-03-22,1,0.46,0.21,"West Coast, TAS, Australia",Tasmania,TAS,-0.30000001192092896,0.6000000238418579,1
862212,-41.7187,146.1221,23.58,51.86,2016-01-21,2016-02-04,15,3.16,1.57,"Meander Valley, TAS, Australia",Tasmania,TAS,0.0,1.399999976158142,6
862214,-41.7604,145.245,3.0,13.89,2016-01-26,2016-02-02,8,1.21,0.38,"West Coast, TAS, Australia",Tasmania,TAS,0.0,1.399999976158142,10
862216,-41.8604,147.167,6.86,15.74,2016-01-01,2016-01-08,8,2.05,0.86,"Northern Midlands, TAS, Australia",Tasmania,TAS,-0.20000000298023224,2.4000000953674316,4
862218,-42.0937,146.9548,14.36,33.34,2015-10-09,2015-10-21,13,2.1,1.1,"Central Highlands, TAS, Australia",Tasmania,TAS,0.0,1.7000000476837158,4
862220,-42.3395,146.6937,4.29,12.96,2015-10-01,2015-10-08,8,1.17,0.54,"Central Highlands, TAS, Australia",Tasmania,TAS,0.10000000149011612,0.10000000149011612,1
862222,-42.3395,146.7557,0.21,1.85,2015-10-05,2015-10-05,1,0.46,0.21,"Central Highlands, TAS, Australia",Tasmania,TAS,0.10000000149011612,0.10000000149011612,1
862224,-42.3395,146.7501,0.21,1.85,2015-10-19,2015-10-19,1,0.46,0.21,"Central Highlands, TAS, Australia",Tasmania,TAS,0.0,0.800000011920929,1
862226,-42.3979,146.672,4.72,12.04,2015-10-14,2015-10-19,6,1.37,0.79,"Central Highlands, TAS, Australia",Tasmania,TAS,0.0,1.600000023841858,3
862228,-42.4895,145.3216,5.36,22.22,2016-01-11,2016-01-23,13,1.59,0.41,"West Coast, TAS, Australia",Tasmania,TAS,0.0,0.10000000149011612,3
862230,-42.5187,145.2707,7.5,14.82,2016-01-13,2016-01-29,17,1.83,0.44,"West Coast, TAS, Australia",Tasmania,TAS,0.0,0.699999988079071,8
862232,-42.5437,145.278,0.21,1.85,2016-01-13,2016-01-13,1,0.46,0.21,"West Coast, TAS, Australia",Tasmania,TAS,0.0,0.0,1
